body,title,url
"

En Puebla se han registrado 2,147 muertes y 18,019 casos confirmados de coronavirus al 24 de julio.

Además, el estado poblano se tiene registro de 17,462 casos negativos y hay 4,487 casos sospechosos. 

La tasa de incidencia de Covid-19 en Puebla es de 272.83 casos por cada 100 mil habitantes.

Lee también: Módulos del INE en Puebla comenzarán a laborar

Casos confirmados

18,019

Casos negativos

17,462

Casos sospechosos

4,487

Muertos

2,147

Tasa de incidencia*.  

272.83

Semáforo Covid actual:  

Rojo 

El comunicado técnico diario de la Secretaría de Salud del gobierno federal informa que al 24 de julio hay registro de 42 mil 645 muertos y 378 mil 285 casos confirmados acumulados de coronavirus en México.

Al 24 de julio, la Secretaría de Salud estima que existen 421 mil 111 casos positivos de Covid-19 y 44 mil 585 defunciones por esta enfermedad.

Lee también: Cubrebocas es clave en combate al Covid-19: especialistas 

Cronología. Coronavirus en Puebla

10 de marzo. Se confirmó el primer caso de coronavirus en Puebla, cuando un proveedor externo de la planta de Volkswagen que viajó a Italia dio positivo en la prueba.

18 de marzo. El gobierno del estado de Puebla informó que una familia que viajó a Estados Unidos dio positivo en Covid-19, pero ocultaron sus síntomas y eso obligó a que 140 personas tuvieran que estar en cuarentena.

14 de marzo. La SEP Puebla anuncia la suspensión de clases a partir del 20 de marzo, como medida para prevenir contagios de Covid-19.

20 de marzo. Las armadoras Volkswagen y Audi, ambas ubicadas en Puebla, decidieron suspender operaciones debido a la pandemia de Covid-19.

25 de marzo. Miguel Barbosa, gobernador de Puebla, declaró que los pobres son inmunes al coronavirus. ""La mayoría son gente acomodada, ¿sí lo saben o no? Si ustedes son ricos tienen el riesgo, si ustedes son pobres no. Los pobres estamos inmunes"", afirmó Barbosa Huerta.

30 de marzo. Miguel Barbosa informó la reconversión de cinco hospitales del estado para que atiendan a enfermos de coronavirus.

29 de marzo. Se registra la primera muerte po Covid-19 en Puebla.

31 de marzo. La SEP Puebla anunció que la reanudación de clases se pospone al 31 de abril.

10 de abril. Puebla 15 muertos por coronavirus.

15 de abril. Mueren dos sacerdotes a causa de coronavirus en Puebla.

27 de abril. Un guardia fue baleado en una tienda del municipio de Cuautlancingo, tras pedir el uso de cubrebocas.

8 de mayo. El gobierno de Puebla anuncia que aplicará el programa Hoy no circula para reducir la movilidad en 20 municipios.

Los datos para este contenido se basan en el reporte y mapa de casos de Covid-19 que elabora la Dirección General de Epidemiología, y que se actualiza diariamente después de las 19 horas.

Con información de UN1ÓN Puebla
",Casos confirmados de Covid-19 en Puebla al 24 de julio,https://www.eluniversal.com.mx/estados/coronavirus-en-puebla-casos-confirmados-de-covid-19-en-puebla-al-24-de-julio
"
Texto: Carlos Villasana y Ruth Gómez
Antes de que la pandemia de la Covid 19 modificara la dinámica de vida a nivel mundial, el cine era una de las industrias con mayor número de visitantes y, en la Ciudad de México, muchos de sus habitantes comparten el recuerdo de las salas que ofrecían permanencia voluntaria y que operó por décadas en la capital mexicana.
En entrevista con este diario Nelly Rodríguez, artista visual, pedagoga e investigadora de la historia de la industria cinematográfica comenta que esta práctica era una estrategia comercial implementada en 1910 con la que los empresarios buscaban diversas formas de llamar la atención del público.
Los cines “eran más bien locales adaptados para la proyección de las “vistas” del cinematógrafo traído por los Lumiére, donde también se ofrecían bailes, presentaciones de cantantes, y otras amenidades”.
La permanencia voluntaria daba la posibilidad a cualquier clase social de permanecer en la sala y poder apreciar varias películas pagando un solo boleto, que en ese entonces era de 35 centavos. Los primeros cines con esta modalidad fueron el Salón Rojo, Palacio, y cine Club. En la versión impresa del periódico El Diario del primero de septiembre de 1910 se anunció lo siguiente:
“Cine Palacio: El programa para las exhibiciones de hoy está de tal manera confeccionado…que las aristocráticas familias que concurren a este salón tendrán una buena oportunidad para divertirse y poder pasar horas verdaderamente entretenidas. Además, por el solo precio de treinta y cinco centavos se puede permanecer en el salón desde las cuatro de la tarde a las doce de la noche. En las sesiones de hoy se estrenarán seis vistas, de las que tiene la exclusiva la empresa de este cine”.

 

Compara el antes y después deslizando la barra central
(desliza aquí para ver más grande)

Fila de autos en los alrededores del cinema Palacio en la década de 1940. En aquel entonces la sala estaba ubicada en la Avenida Cinco de Mayo. Colección Villasana - Torres. Foto actual de Google Maps. Diseño web: Miguel Ángel Garnica. 
En esa misma fecha, también se publicaba sobre el Salón Rojo: “Hoy, como de costumbre, habrá diferentes tandas desde las cuatro de la tarde a las doce de la noche, costando la permanencia voluntaria treinta y cinco centavos”.
La calle de San Francisco, hoy Madero, vista hacia el oriente desde Bolívar, antes llamada Vergara, en los primeros años del siglo pasado. A la derecha está la Casa Borda, que en esa época albergaba el cine Salón Rojo; el edificio de la izquierda ahora es una tienda. Crédito: Colección Villasana-Torres
La práctica duró por lo menos hasta inicios de la década de 1990, cuando empezó el cierre masivo de salas después de la firma del Tratado de Libre Comercio (TLC) y la venta de COTSA, el conglomerado que administraba casi todas las salas de cine del país.
Esto dio inicio a la consolidación del cine como lo conocemos hoy en día, y en 2017 un cine al interior de una plaza al sur de ciudad anunciaba que retomaría este tipo de modalidad. 
Nelly comparte entre risas con este diario una experiencia que tuvo cuando era pequeña y vivía en Tacubaya: “acudía con regularidad al cine Hipódromo y en una ocasión fui con mi familia a ver Vacaciones de Terror y, considerando la permanencia voluntaria, nos quedamos hasta la siguiente película, que dio inicio con música y algunos bailes sensuales. A los pocos minutos, mis padres se apresuraron a decirnos que nos fuéramos y yo no entendí por qué, hasta que vi el título de la película: Lambada, el baile prohibido. Obviamente no querían que mi hermano y yo viéramos semejante inmoralidad”.
La antigua Calzada de Tacubaya, hoy el Circuito Interior, y la avenida Jalisco en 1975. A la izquierda se encuentra el Edificio Ermita con la clásica publicidad de ""México calza Canadá"" que lució por varias décadas, además del anuncio del cine Hipódromo. Al  frente, un taxi vocho. Crédito: Colección Villasana-Torres.
Otras de las experiencias que Nelly narró es de una comunidad en Facebook de la que es fundadora y administradora, junto con otros colegas, llamada “¡Cácarooo, los viejos cines de la ciudad de México!”
Gustavo Masso recuerda especialmente una tarde de 1972 cuando estaba en el cine Chapultepec viendo la película La otra cara del amor cuando en el intermedio decidió salir a fumar un cigarro y se encontró a su primo, con quien se fue al cine Latino al estreno de El Padrino:
“Ya estaba a la mitad, pero la taquillera nos dijo que no importaba y entramos a ver justo cuando están matando a Sony en la carretera. Chale, pensé, ¿cambié a Tchaikovski por esta masacre? Pero la película, ya todos lo saben, es magnífica. Así que cuando terminó, nos quedamos a verla toda desde el principio. Y noté que mucha gente en la sala también se quedaba. Era una maravilla la permanencia voluntaria. Vimos El Padrino y medio”.
Entre los que tenían este tipo de modalidad estaban el cine Condesa en el actual “Plaza Condesa”; un cine sobre Calzada de la Viga, en la Unidad Modelo; el cine Manacar, el Francisco Villa cerca al Mercado de Jamaica (en la actual salida del Metro La Viga), el cine Teresa, el cine Continental, el cine Acadia o La Villa, entre otros.
El interior del cine Manacar, en la que destaca el biombo ""Bailarines"", obra de Carlos Mérida, que funcionaba como telón, años sesenta. Crédito: Colección Villasana -Torres.
El cine Teresa anuncia la cinta El hijo de la furia el 8 de junio de 1942, día de su reinauguración. Esta sala abrió sus puertas por primera vez en los años veinte, pero fue demolida parcialmente para ensanchar la avenida San Juan de Letrán, hoy el Eje Central; la reconstrucción estuvo a cargo del arquitecto Francisco Serrano. Actualmente sobrevive la fachada, y el resto está ocupado por una plaza comercial. Crédito: La república de los cines / Colección Villasana - Torres.
Una usuaria de nombre Andrea Campa comentó que la entrada a los cines “de estreno” costaba entre los 4 y los 8 pesos; en los de “segunda corrida” exhibían dos películas y en los de “tercera corrida” -también conocidos como “de piojito”- proyectaban tres películas, y todos estos con permanencia voluntaria.
Otro testimonio es el de Ernesto Briones quien dijo que algunas películas alarmaban a los citadinos porque eran consideradas “inmorales” y que también, en el Cine Continental, se proyectaba el noticiero “antesala”.
Asimismo, hablaron del programa “Butaca 8” que ofrecía una modalidad de Permanencia Voluntaria en la televisión los domingos por la tarde, en la que se “pasaban” películas extranjeras.
El cine Continental, ubicado en la esquina de Xola y la avenida Coyoacán, en la década de los setenta. Esta sala abrió sus puertas en 1958 y tuvo capacidad para más de 2,300 espectadores; años después se convirtió en la ""Casa de Disney"", dedicada a las películas infantiles, y hoy en su lugar hay una tienda Superama. Crédito: DDF / Colección Villasana - Torres.
La taquilla del cine Francisco Villa, situado en la Calzada de la Viga número 146, en una fotografía de 1969. Después de permanecer abandonado por varios años, este espacio fue rescatado en 1995 y se transformó en el Circo Volador, Centro de Arte y Cultura, que abrió sus puertas dos años más tarde. La cinta que se exhibía era ""Romance sobre ruedas"", con Tere Velázquez, y el costo del boleto era de dos pesos. Crédito: Colección Villasana -Torres.

Entre los recuerdos que destacan en los comentarios es que independientemente de la función, el cine o el año, el hecho de poder ver la misma película -o tres diferentes- con un ser querido comiendo lo que las mamás o papás preparaban se convirtió en una memoria invaluable -porque no había tanto problema, ni se tenía que “esconder” o comprar en la dulcería.
Y, aunque en tiempos previos a la Covid 19 no estaba permitido, muchas personas se las ingeniaban para disfrutar de más de una película al precio de un solo boleto pasando de una sala a otra. No cabe duda que la industria del cine tendrá que replantear sus mecanismos de operación y, quizás, se generarán más opciones para que la gente disfrute de proyecciones otra vez desde su automóvil como se hacía en los antiguos autocinemas.
La fotografía principal son los alrededores del cinema Palacio que estaba ubicado en la Avenida Cinco de Mayo en 1935. Colección Villasana/Torres.
Fuentes:

Nelly Rodríguez, artista visual y pedagoga. Desde 2011 es fundadora, junto con Juan Carlos, Manuel y Luis, de la comunidad de “¡Cácarooo, los viejos cines de la ciudad de México!” en Facebook, espacio dedicado a la memoria de estas salas de cine.

Libro La República de los cines.
 ",Cuando en el cine había permanencia voluntaria,https://www.eluniversal.com.mx/opinion/mochilazo-en-el-tiempo/cuando-en-el-cine-habia-permanencia-voluntaria
"
Necesitamos un respiro, salir, caminar y darnos un baño de naturaleza. Cuando las condiciones sanitarias lo permitan, corre a destinos de México que desconozcas. Viaja pero con responsabilidad, para cuidarte tú y a los demás. El status de los semáforos epidemiológicos en cada localidad es muy cambiante, así que, al momento de planear la escapada, infórmate si los lugares y las atracciones que te interesan ya están abiertos, y sobre los protocolos que aplican para reducir contagios.
Mientras tanto, en Destinos te proponemos tomar en cuenta 5 maravillas naturales para conocer en un futuro próximo.

Leer más: 6 pueblos fantasma de México que son todo un atractivo

El Cielo
Es un lugar hermoso en el Caribe mexicano. Es un banco de arena en el Parque Nacional Arrecifes de Cozumel, uno de los mejores lugares para bucear en el mundo. Alrededor de esta barrera de arena, el mar es poco profundo y sumamente cristalino. Llama la atención, sobre todo, por ser el hogar de numerosas estrellas de mar.
Es parte de un área natural protegida. Por eso debes contratar una embarcación o un touroperador autorizado para conocerlo.
El paseo te lleva a varias zonas de arrecife para hacer snorkel. Verás peces de colores, mantarrayas y hasta tortugas. La gama de azules que ofrece el mar te sorprenderá. Eso sí: no se te ocurra tocar las estrellas de mar.
Leer más: El Cielo, la playa de Cozumel donde habitan estrellas de mar
 

Parque Nacional El Chico
¿Sabías que el Parque Nacional El Chico fue la primera Área Natural Protegida de México? Así fue decretada en 1898.
El Chico está a unos 15 minutos del Pueblo Mágico de Mineral del Chico, en el Corredor de la Montaña, en el estado de Hidalgo. Es un área boscosa de dos mil 700 hectáreas con valles, formaciones rocosas y grandes peñas con miradores. En algunas se pueden escalar o descender a rappel; en otra se montó una vía ferrata: un recorrido de montaña que desafía las alturas con escalerillas, cables de acero y puentes colgantes.
Hay emociones menos atrevidas como paseos en bici y caminatas, y zonas de campamento y cabañas. Toda la información la puedes consultar aquí.
Foto: Ramón Romero. El Universal
Leer más: Parque Nacional El Chico, en Hidalgo, para guardar sana distancia

Roca Partida
No, no es Escocia. Tampoco Irlanda. Es Roca Partida, un escenario veracruzano cuyo atractivo es un enorme acantilado con vista al golfo de México bañado por un mar de agua clara. Se localiza en el pueblo de Arroyo de Lisa, en San Andrés Tuxtla.
Es una maravilla natural semivirgen que cuenta con las condiciones para nadar, remar en un kayak, hacer snorkel y descender a rappel las paredes del acantilado. Una cooperativa de lanchas ofrece  paseos para ir a la cueva del famoso pirata Lorencillo, en la que supuestamente escondió su tesoro. Monkey Fish organiza la experiencia.
Leer más: Roca Partida, uno de los paisajes más bonitos de Veracruz
Foto: Monkey Fish Veracruz

Sierra de Órganos
A 30 minutos del Pueblo Mágico de Sombrerete y a dos horas y media de la ciudad de Zacatecas, se localiza el Parque Nacional Sierra de Órganos. La erosión del viento y el agua esculpieron estas formaciones gigantes que parecen los tubos de un órgano musical. Los guías cuentan que hasta se escucha un silbido cuando el viento se cuela entre las rocas.
Hay excursiones para observar el paisaje y expediciones con escalada y bici de montaña. Quédate a dormir en una cabaña para admirar un firmamento lleno de constelaciones.
Foto: Ariel Ojeda. El Universal

Isla Cerralvo
Es una de las islas más grandes del mar de Cortés. Cerca de La Paz, en Baja California Sur, emerge este gran pedazo de tierra semiárido, rodeado por aguas de azul intenso donde se avistan lobos marinos, mantas gigantes y arrecifes de coral. La habitan pájaros bobos, cormoranes y otras especies de aves. En tierra abundan las biznagas gigantes.
Planeta Libre te lleva a la isla desierta para hacer snorkel, caminar en la playa y participar en un programa de monitoreo de la fauna con un guía naturalista.
Foto: Cortesía Fitupaz
Leer más: Escapadas por menos de 10 mil pesos en siete lugares de México
",5 maravillas naturales en México para visitar en el futuro,https://www.eluniversal.com.mx/destinos/5-maravillas-naturales-en-mexico-para-visitar-en-el-futuro
"
El presidente Andrés Manuel López Obrador nombró a Rosa Icela Rodríguez como coordinadora general de puertos de la Marina Mercante de la Secretaría de Comunicaciones y Transporte.
Rosa Icela Rodríguez actualmente es la titular de la Secretaría de Gobierno de la Ciudad de México.
Tiene más de 20 años de experiencia en la administración pública de la Ciudad de México; fungió como secretaria de Desarrollo Rural y Equidad para las Comunidades del año 2015 al 2018; fue secretaria de Desarrollo Social del año 2012 al 2015, y directora general del Instituto para la Atención de los Adultos Mayores del año 2009 al 2012.
hm
",AMLO nombra a Rosa Icela Rodríguez como coordinadora de puertos de la Marina Mercante,https://www.eluniversal.com.mx/nacion/amlo-nombro-rosa-icela-rodriguez-como-coordinadora-de-puerto
"
La dirección hidráulica facilita la tarea de girar el volante, es decir, se encarga de impulsar las llantas hacia un sentido u otro, a través del líquido y la barra de dirección. Esto la convierte en un mecanismo esencial dentro de tu auto.
Al igual que el resto de las piezas de tu coche, este sistema requiere mantenimiento habitual para que funcione correctamente, de lo contrario podría provocar dificultades o accidentes al momento de manejar.
Si detectas cualquiera de las siguientes fallas, la marca automotriz Gates recomienda que acudas a un mecánico para alinear las ruedas, revisar el aire en las llantas, lubricar las partes mecánicas, tensar las bandas en V o atender cualquier problema que provoque esta avería.
Leer más: La importancia de la dirección asistida en los autos

Foto: Pixabay

El volante está rígido
Según Lindbergh Automotive, la dificultad para girar el volante es una señal común de fallas en la dirección hidráulica. La causa puede ser la falta de líquido o el desgaste de la bomba de dirección hidráulica.
También puede ser consecuencia de una caja de dirección apretada, un sistema de dirección sucio, ruptura de la banda de transmisión o una válvula de control atorada o descompuesta, de acuerdo con la marca especializada Gates.

Se escuchan ruidos al dar vuelta
Si tu auto emite un rechinido al girar el volante, podría implicar un fallo en el sistema de dirección. Lindbergh Automotive sugiere que revises el depósito del líquido de dirección hidráulica para comprobar si está lleno. En caso de que esté vacío, el ruido proviene de la bomba de dirección, la cual intenta funcionar a pesar de sus bajos niveles de fluido.
Por el contrario, si está lleno, el problema podría ser la propia bomba, que ya no impulsa el líquido correctamente y tendrá que ser reemplazada. Acude a un mecánico y arréglalo lo antes posible para evitar daños más severos.
Leer más: Razones por las que la dirección del auto puede hacer ruido

Foto: Pixabay

El volante vibra
Bardahl explica que la banda de transmisión activa la bomba que envía el líquido a través del sistema de dirección hidráulica. Cuando la banda se rasga o se rompe, el mecanismo no tiene suficiente lubricación para un giro suave del volante y provoca una vibración.
Para comprobar este problema, enciende el coche y ponlo en “park” o “neutral”. Después gira lentamente el volante hacia ambos lados. Si vibra, tendrás que conseguir una nueva banda.

Hay manchas debajo de tu auto
Si notas manchas de color rosa o ámbar debajo de tu carro, Ancona Autopartes señala que podría ser aceite de la dirección hidráulica. En caso de que tengas dificultades para identificar la tonalidad, coloca una hoja blanca o un fondo claro en el punto donde se forma la mancha.
Leer más: Por qué es importante una buena comunicación con la dirección de mi auto

Foto: Pixabay

La dirección tarda en reaccionar
Otro escenario habitual que indica fallas en la dirección hidráulica es que si notas que al girar el volante, el movimiento del coche tiene un cierto retraso. Además, la compañía de combustibles Total México agrega otras señales como que el volante o las llantas no regresen a su posición original después de una vuelta.
En cualquiera de los casos anteriores, se aconseja que vayas con tu mecánico de confianza para precisar cuál es el problema y arreglarlo a la brevedad. De esta forma, no pondrás en riesgo tu seguridad o la de tus pasajeros.
",Cómo saber si la dirección hidráulica de tu auto está fallando,https://www.eluniversal.com.mx/autopistas/senales-para-detectar-si-la-direccion-hidraulica-del-auto-esta-fallando
"

Por ser a su juicio más confiables que los civiles, elementos militares se están encargando de la construcción de obras emblemáticas del actual régimen, como el aeropuerto de Santa Lucía y varios tramos del Tren Maya; además de que ahora pasarán a tomar el control de la seguridad en puertos y aduanas de la República Mexicana, que hasta hace poco estuvo a cargo de la Secretaría de Comunicaciones y Transportes, pero que tras detectarse que varias instalaciones de éstas han sido infiltradas por organizaciones criminales, se decidió ponerlas bajo resguardo directo de las fuerzas armadas.

Aunque en obras de gran envergadura como la del aeropuerto internacional que se erige en terrenos de la base militar de Santa Lucía se cuenta con un importante conglomerado de trabajadores civiles, son 925 ingenieros militares los que se encargan de coordinar y supervisar los trabajos.

Incluso a los soldados también les ha sido conferida la construcción de inmuebles no tan prioritarios como el aeropuerto, ya que se encargan de la construcción o adaptación de lo que serán 2,700 sucursales del Banco del Bienestar.

La contingencia por la pandemia de coronavirus también ha requerido de su participación, correspondiéndoles a efectivos militares la remodelación o readecuación de 32 hospitales públicos cuya construcción había quedado inconclusa o que por distintas razones habían caído en desuso.

Y no sólo son tareas constructivas las que están teniendo que ejecutar, sino también otro tipo de labores como la capacitación de cuerpos policiacos o la vigilancia en instalaciones y redes de distribución petrolera, y hasta dar apoyo logístico y de seguridad en la distribución de recursos de programas sociales.

En un afán por ahorrar y teniendo esa mano de obra que, a juicio del actual gobierno, está ociosa y cuesta al pueblo, el mandatario ha echado mano de ella para encargarle la ejecución de obras y funciones que, de otra manera, serían llevadas a cabo por instituciones civiles cuyo pago constituiría un monto mucho mayor de lo que ya se invierte en las fuerza armadas.

Y no hay ni qué dudar de que en las instituciones militares se cuenta con personal altamente calificado para emprender cualquier tipo de obra que se les encomiende, pero lo cierto es que por la magnitud de las obras que se les ha puesto a su cargo, constituye un poderoso distractor para otras tareas que en momentos de una crisis sanitaria y de seguridad a nivel nacional, requieren que se destine a esas tareas el mayor número de efectivos disponibles. Hay que estar vigilantes de que no se descuiden las labores prioritarias del Ejército y la Marina.
",Fuerzas armadas: más responsabilidades,https://www.eluniversal.com.mx/opinion/editorial-el-universal/fuerzas-armadas-mas-responsabilidades
"
El uniforme de los Pumas dividió opiniones entre la afición universitaria, la mayoría, reprobando el diseño con el que encararán el torneo Guard1anes 2020.
Sin embargo, hay algo en la nueva playera que aplaudieron los seguidores auriazules. Se trata de un parche en honor a los que luchan o lucharon contra la pandemia del Coronavirus.
El jersey de los universitarios tendrá en el pecho un parche con la silueta de un hombre y una mujer, acompañado de la leyenda “Por los que luchan. Por los que lucharon”. Así lo dieron a conocer los felinos en sus redes sociales.
LEER MÁS: Pumas presenta su nuevo uniforme para el Guard1anes 2020
“Este torneo va por ellos, por los que siguen en pie de lucha y por los que pelearon hasta el final durante esta pandemia. Durante el #Guard1anes2020 portaremos este parche en nuestros uniformes”.
 

Este torneo va por ellos, por los que siguen en pie de lucha y por los que pelearon hasta el final durante esta pandemia.
 Durante el #Guard1anes2020 portaremos este parche en nuestros uniformes. #SoyDePumas #Volveremos pic.twitter.com/zdXs1njESu
 — PUMAS (@PumasMX) July 24, 2020

La nueva indumentaria se estrenará mañana en Ciudad Universitaria, cuando los Pumas hagan su debut en el torneo ante los Gallos Blancos de Querétaro.
",El homenaje de los Pumas a los que luchan contra el coronavirus,https://www.eluniversal.com.mx/universal-deportes/futbol/pumas-homenajeara-en-su-uniforme-los-luchadores-del-coronavirus
"

México ocupa hoy el sexto lugar en casos confirmados de SARS-Cov-2 (378 mil 285), solo superado por Estados Unidos, Brasil, India, Rusia, y Sudáfrica, según el recuento de cifras oficiales que recaba y ordena la Universidad Johns Hopkins (https://bit.ly/39v3Qe2).

México ocupa hoy el 14o. lugar mundial en casos confirmados por millón de habitantes (sin contar países muy pequeños), según el listado de Our Word in Data (https://bit.ly/3eXVQmR). También ocupa hoy el cuarto lugar mundial en muertes totales (42 mil 645), por detrás de Estados Unidos, Brasil y Reino Unido. La próxima semana nuestro país llegará al tercer lugar. Hoy ocupa el lugar 13 en muertes por cada millón de habitantes. ¿Cómo paramos esta masacre provocada por la Covid-19?

El Instituto para la Medición y Evaluación de la Salud (IHME, por sus siglas en inglés) de la Universidad de Washington, proyectó esta semana que, si hay un uso generalizado de cubrebocas entre los mexicanos (si lo usara el 95% de la gente), en lugar de las 103 mil muertes proyectadas originalmente para el 1º de noviembre, podría haber únicamente 74 mil 540 (https://bit.ly/3jDiN2d). En caso contrario, si las medidas de liberación se siguen extendiendo con tintes de oniomanía colectiva (https://bit.ly/2WWeGV4), tal como está ocurriendo, y vienen nuevos rebrotes, como ya empieza a suceder, las muertes podrían elevarse hasta 124 mil 083.

Casi 50 mil muertes más (49 mil 543). Estamos hablando, hoy, de salvar 50 mil vidas de aquí a noviembre. Así que hagamos sociedad y desacatemos a Andrés Manuel López Obrador y al doctor Hugo López-Gatell, con su terquedad, con su actitud inexplicable de no promover el uso masivo del cubrebocas.

¿En qué demonios les afecta usarlo y pedirle a lo población que lo use? ¿En serio alguien en Palacio Nacional cree que si el Presidente usa esa prenda vulnera la investidura presidencial, o da una imagen de debilidad? Si lo usara cotidianamente, como los mandatarios europeos (que Marcelo Ebrard le enseñe fotos), estaría enviando un mensaje de responsabilidad, de liderazgo, de empatía, de respeto: uno se pone el cubrebocas, en primer lugar, para proteger a los demás de nuestros vapores y salivas. Es un acto de generosidad, de civilidad, de urbanismo, de educación. De sanidad, de consideración a los demás. Cuando se cumplen cinco meses de esta pandemia (próximo lunes), y con los números de contagios y muertes que tenemos, es increíble que López-Gattel y Jorge Alcocer le hayan dicho al Presidente que no use cubrebocas… ¡porque no ayuda a evitar contagios! Qué vergüenza: eso es una mentira. Aquí van un par de enlaces:

-Del Centro para el Control y Prevención de Enfermedades de Estados Unidos: https://bit.ly/2WUWT0D.

-De un caso colectivo ilustrativo en Missouri: https://bit.ly/2ZZqact

Ignoremos al Presidente y a su subsecretario. Allá ellos y su irresponsabilidad. Usemos cubrebocas para evitar otro encierro. Fomentemos que los usen nuestros familiares, nuestros amigos, nuestros vecinos, nuestros compañeros de trabajo, todo mundo, porque prácticamente en cada farmacia, en cada super, en cada almacén, en cada mercado hay cubrebocas para vender. Y en línea, ni se diga: hay de todos precios, calidades, colores y diseños, desde los más profesionales hasta los más artesanales, tanto nacionales como importados.

Si ellos no lo quieren hacer, nosotros usemos cubrebocas y salvemos hasta 50 mil vidas. Allá ellos y su machismo. Allá ellos y su dogmatismo. Allá ellos y sus falacias…

[email protected] / @jpbecerraacosta
",Desacaten a AMLO y López-Gatell: usen cubrebocas y salven a 50 mil,https://www.eluniversal.com.mx/opinion/juan-pablo-becerra-acosta-m/desacaten-amlo-y-lopez-gatell-usen-cubrebocas-y-salven-50-mil
"
Toluca, Méx.- A partir de este fin de semana entra en vigor la aplicación de sanciones en Toluca contra las personas que no utilicen el cubrebocas, que van del apercibimiento, en primera instancia, sigue una multa por 2 mil pesos y finalmente un arresto hasta por 23 horas.
Desde ayer  670 elementos de la Dirección General de Seguridad Pública de Toluca hacen recorridos para verificar el uso del aditamento en diversas delegaciones, plazas comerciales, mercados, además de las calles más concurridas y también fueron establecidos 33 dispositivos de seguridad en toda la ciudad.
Las sanciones entran en vigor tras un periodo informativo de 15 días, así como la entrega gratuita de cubrebocas en zonas populares y el transporte público por parte del gobierno municipal.
Sin embargo, las autoridades informaron que junto con la entrada en vigor del uso obligatorio del cubrebocas, continuará la distribución de manera gratuita de 50 mil cubrebocas desechables, principalmente en zonas de mayor afluencia de personas como mercados, zonas comerciales, parques y paraderos de autobuses.
También lee: Contagios de virus, a la baja:  Edomex
Además, desde ayer y hasta el 26 de julio, elementos de Seguridad Pública el estado de fuerza recorrerá delegaciones como San Pablo Autopan, San Cristóbal Huichochitlán,  San Andrés Cuexcontitlán, Mercado Aviación Autopan, Sauces, Plazas Santín, el acceso a la Central de Abasto.
Además, de Venustiano Carranza, de la calle José Luis Álamo a Paseo Colón y de  Paseo Colón a  Pino Suarez; Laguna del Volcán, de Solidaridad Las Torres a Lago Winnipeg; Vicente Villada, Gómez Farías, Andrés Quintana Roo y Constituyentes, por mencionar algunos puntos.
kl
","A partir de este fin de semana, sancionarán a quienes no utilicen cubrebocas en Toluca",https://www.eluniversal.com.mx/metropoli/coronavirus-habra-sanciones-en-toluca-para-quienes-no-utilicen-cubrebocas
"
El conductor de televisión Eduardo Videgaray defendió a su hermano Luis Videgaray, quien fue secretario de Relaciones Exteriores durante el sexenio de Enrique Peña Nieto, ante los dichos de Emilio Lozoya. 
Videgaray recurrió a su cuenta de Twitter para cuestionar si se deben creer en los dichos de ""un delincuente"" y desestimó la acusación bajo el argumento de que era ""obvio"" que el exdirector de Pemex sería capaz de ""inventar de todo"" para así salvar su ""pellejo"".
 

¿Por qué creen los dichos SIN SUSTENTO de un delincuente probado como Emilio Lozoya?
Obviamente va a inventar de todo con tal de salvar su miserable pellejo.
 — Edweirdo (@EVIDEGARAY) July 24, 2020

Según las declaraciones de Emilio Lozoya, Luis Videgaray formó parte de una serie de sobornos para apoyar la reforma energética y la campaña electoral del candidato del PAN, Ricardo Anaya, en 2018.
Lee también: Que Videgaray hable de su hermano, tiene más tela de dónde cortar: Cepillín
Este viernes se dieron a conocer las presuntas versiones de Lozoya en el que también describe que pagó sobornos a panistas a cambio de su voto por la reforma energética como el ex candidato presidencial panista, Ricardo Anaya; o los ex senadores Salvador Vega, Ernesto Cordero, Francisco Domínguez, Francisco Javier García Cabeza de Vaca y Jorge Luis Lavalle.
A raíz de ello, la dirigencia nacional del Partido Acción Nacional (PAN) refrendó su compromiso con el combate a la corrupción, pero precisó que no consentirá ninguna ilegalidad cometida por ninguna persona, como tampoco permitirá que se use la justicia como instrumento de propaganda para dañar al partido. 
 También lee: Las cajas fuertes de Lozoya
fjb/rcr
",Eduardo Videgaray sale en defensa de su hermano por caso Lozoya,https://www.eluniversal.com.mx/espectaculos/eduardo-videgaray-defiende-su-hermano-por-caso-lozoya
